Habit,Date,Status,Comment
morning_cleanout,2023-07-02,fail,
morning_cleanout,2023-07-03,fail,
hour_YT,2023-07-24,success,
hour_YT,2023-07-25,success,
morning_cleanout,2023-07-04,fail,
hour_YT,2023-07-26,success,
morning_cleanout,2023-07-05,fail,
morning_cleanout,2023-07-06,fail,
morning_cleanout,2023-07-07,fail,
morning_cleanout,2023-07-08,fail,
morning_cleanout,2023-07-09,fail,
hour_YT,2023-07-27,success,
hour_YT,2023-07-28,fail,
hour_YT,2023-07-29,fail,
hour_YT,2023-07-30,fail,
hour_YT,2023-07-31,fail,
hour_YT,2023-08-01,fail,
hour_YT,2023-08-02,fail,
over_100_protien,2023-06-27,fail,
hour_YT,2023-08-03,fail,
hour_YT,2023-08-04,fail,
hour_YT,2023-08-05,success,
hour_YT,2023-08-06,success,
hour_YT,2023-08-07,fail,
hour_YT,2023-08-08,success,
hour_YT,2023-08-09,fail,
hour_YT,2023-08-10,fail,
over_100_protien,2023-07-08,fail,
hour_YT,2023-08-11,fail,
thirty_min_cleanout,2023-06-05,success,
morning_cleanout,2023-07-11,fail,
morning_cleanout,2023-07-12,fail,
over_100_protien,2023-06-14,fail,
over_100_protien,2023-06-18,fail,
morning_cleanout,2023-07-13,fail,
over_100_protien,2023-06-15,fail,
over_100_protien,2023-06-16,fail,
over_100_protien,2023-06-17,fail,
over_100_protien,2023-06-19,fail,
morning_cleanout,2023-07-14,fail,
over_100_protien,2023-06-20,success,
over_100_protien,2023-06-21,success,
over_100_protien,2023-06-22,fail,
over_100_protien,2023-06-23,fail,
over_100_protien,2023-06-24,fail,
over_100_protien,2023-06-25,success,
over_100_protien,2023-06-26,success,
over_100_protien,2023-06-28,fail,
over_100_protien,2023-06-29,fail,
morning_cleanout,2023-07-10,fail,
over_100_protien,2023-06-30,fail,
over_100_protien,2023-07-01,fail,
over_100_protien,2023-07-02,fail,
over_100_protien,2023-07-03,success,
over_100_protien,2023-07-04,fail,
over_100_protien,2023-07-05,fail,
over_100_protien,2023-07-06,success,
over_100_protien,2023-07-07,fail,
over_100_protien,2023-07-09,fail,
thirty_min_cleanout,2023-06-07,fail,
over_100_protien,2023-07-10,success,
over_100_protien,2023-07-11,fail,
thirty_min_cleanout,2023-06-06,success,
under_2500_cals,2023-06-14,success,
under_2500_cals,2023-06-15,success,
under_2500_cals,2023-06-16,fail,
under_2500_cals,2023-06-17,success,
under_2500_cals,2023-06-18,fail,
under_2500_cals,2023-06-19,fail,
under_2500_cals,2023-06-20,fail,
under_2500_cals,2023-06-21,success,
under_2500_cals,2023-06-22,fail,
under_2500_cals,2023-06-23,fail,
under_2500_cals,2023-06-24,fail,
under_2500_cals,2023-06-25,fail,
under_2500_cals,2023-06-26,fail,
under_2500_cals,2023-06-27,fail,
under_2500_cals,2023-06-28,success,
under_2500_cals,2023-06-29,success,
under_2500_cals,2023-06-30,success,
under_2500_cals,2023-07-01,success,
under_2500_cals,2023-07-02,success,
under_2500_cals,2023-07-03,success,
under_2500_cals,2023-07-04,fail,
under_2500_cals,2023-07-05,fail,
email_clearout_full,2023-09-05,fail,
under_2500_cals,2023-07-06,success,
under_2500_cals,2023-07-07,success,
under_2500_cals,2023-07-08,fail,
under_2500_cals,2023-07-09,fail,
under_2500_cals,2023-07-10,success,
under_2500_cals,2023-07-11,fail,
email_clearout_full,2023-09-06,success,
over_100_protien,2023-07-12,fail,
over_100_protien,2023-07-13,fail,
email_clearout_full,2023-09-07,fail,
email_clearout_full,2023-09-08,fail,
email_clearout_full,2023-09-09,fail,
under_2500_cals,2023-07-12,success,
under_2500_cals,2023-07-13,success,
over_100_protien,2023-07-14,success,
hour_YT,2023-08-14,fail,
hour_YT,2023-08-15,fail,
morning_cleanout,2023-07-15,fail,
hour_YT,2023-08-16,fail,
hour_YT,2023-08-17,fail,
hour_YT,2023-08-18,fail,
morning_cleanout,2023-07-16,fail,
hour_YT,2023-08-19,fail,
hour_YT,2023-08-20,fail,
hour_YT,2023-08-21,fail,
morning_cleanout,2023-07-17,success,
hour_YT,2023-08-22,fail,
morning_cleanout,2023-07-18,fail,
morning_cleanout,2023-07-19,fail,
morning_cleanout,2023-07-20,fail,
morning_cleanout,2023-07-21,fail,
morning_cleanout,2023-07-22,fail,
morning_cleanout,2023-07-26,fail,
morning_cleanout,2023-07-27,fail,
over_100_protien,2023-07-15,fail,
over_100_protien,2023-07-16,fail,
over_100_protien,2023-07-17,fail,
over_100_protien,2023-07-18,success,
over_100_protien,2023-07-19,fail,
over_100_protien,2023-07-20,fail,
over_100_protien,2023-07-21,fail,
over_100_protien,2023-07-22,fail,
over_100_protien,2023-07-23,fail,
over_100_protien,2023-07-24,success,
over_100_protien,2023-07-25,fail,
over_100_protien,2023-07-26,fail,
over_100_protien,2023-07-27,fail,
over_100_protien,2023-07-28,fail,
over_100_protien,2023-07-29,fail,
over_100_protien,2023-07-30,fail,
over_100_protien,2023-07-31,fail,
over_100_protien,2023-08-01,fail,
over_100_protien,2023-08-02,fail,
over_100_protien,2023-08-03,success,
over_100_protien,2023-08-04,success,
hour_YT,2023-08-23,fail,
over_100_protien,2023-08-05,success,
over_100_protien,2023-08-06,success,
over_100_protien,2023-08-07,success,
over_100_protien,2023-08-08,fail,
over_100_protien,2023-08-09,fail,
over_100_protien,2023-08-10,fail,
over_100_protien,2023-08-11,fail,
email_clearout_full,2023-09-03,fail,
over_100_protien,2023-08-12,fail,
over_100_protien,2023-08-13,fail,
over_100_protien,2023-08-14,fail,
over_100_protien,2023-08-15,fail,
over_100_protien,2023-08-16,fail,
over_100_protien,2023-08-17,fail,
over_100_protien,2023-08-18,fail,
over_100_protien,2023-08-19,fail,
over_100_protien,2023-08-20,fail,
over_100_protien,2023-08-21,fail,
over_100_protien,2023-08-22,fail,
over_100_protien,2023-08-23,fail,
hour_YT,2023-08-24,fail,
over_100_protien,2023-08-24,success,
hour_YT,2023-08-25,fail,
hour_YT,2023-08-26,fail,
under_2500_cals,2023-07-17,fail,
over_100_protien,2023-08-25,fail,
under_2500_cals,2023-07-14,fail,
under_2500_cals,2023-07-15,success,
under_2500_cals,2023-07-16,fail,
under_2500_cals,2023-07-18,fail,
over_100_protien,2023-08-26,fail,
hour_YT,2023-08-27,fail,
under_2500_cals,2023-07-19,success,
under_2500_cals,2023-07-21,fail,
over_100_protien,2023-08-27,success,
over_100_protien,2023-08-28,success,
over_100_protien,2023-08-29,success,
over_100_protien,2023-08-30,success,
under_2500_cals,2023-07-20,fail,
over_100_protien,2023-08-31,fail,
over_100_protien,2023-09-01,fail,
over_100_protien,2023-09-02,fail,
over_100_protien,2023-09-03,success,
under_2500_cals,2023-07-22,fail,
hour_YT,2023-08-30,fail,
morning_cleanout,2023-07-24,fail,
morning_cleanout,2023-07-25,fail,
morning_cleanout,2023-07-28,fail,
morning_cleanout,2023-07-30,fail,
morning_cleanout,2023-07-31,fail,
morning_cleanout,2023-08-01,fail,
hour_YT,2023-08-28,fail,
hour_YT,2023-08-29,fail,
email_clearout_full,2023-09-10,fail,
email_clearout_full,2023-09-11,success,
morning_cleanout,2023-08-02,success,
under_2500_cals,2023-08-02,fail,
hour_YT,2023-08-31,fail,
morning_cleanout,2023-07-23,fail,
under_2500_cals,2023-07-23,fail,
under_2500_cals,2023-07-24,success,
under_2500_cals,2023-07-25,success,
hour_YT,2023-09-02,fail,
hour_YT,2023-09-03,fail,
hour_YT,2023-09-04,fail,
under_2500_cals,2023-07-26,success,
morning_cleanout,2023-07-29,fail,
under_2500_cals,2023-07-27,fail,
under_2500_cals,2023-07-28,fail,
hour_YT,2023-09-01,fail,
under_2500_cals,2023-07-29,fail,
under_2500_cals,2023-07-30,fail,
morning_cleanout,2023-08-03,success,
under_2500_cals,2023-08-01,fail,
morning_cleanout,2023-08-04,fail,
morning_cleanout,2023-08-05,success,
under_2500_cals,2023-08-04,success,
under_2500_cals,2023-08-05,success,
morning_cleanout,2023-08-06,fail,
under_2500_cals,2023-08-06,success,
morning_cleanout,2023-08-07,fail,
morning_cleanout,2023-08-08,fail,
morning_cleanout,2023-08-09,fail,
morning_cleanout,2023-08-10,fail,
morning_cleanout,2023-08-11,fail,
morning_cleanout,2023-08-12,fail,
morning_cleanout,2023-08-13,fail,
morning_cleanout,2023-08-14,fail,
morning_cleanout,2023-08-15,fail,
morning_cleanout,2023-08-16,fail,
email_clearout_full,2023-09-04,fail,
morning_cleanout,2023-08-17,fail,
morning_cleanout,2023-08-18,fail,
under_2500_cals,2023-08-07,success,
morning_cleanout,2023-08-19,fail,
morning_cleanout,2023-08-20,fail,
morning_cleanout,2023-08-21,fail,
morning_cleanout,2023-08-22,fail,
morning_cleanout,2023-08-23,success,
morning_cleanout,2023-08-24,success,
morning_cleanout,2023-08-25,fail,
morning_cleanout,2023-08-26,success,
under_2500_cals,2023-08-03,success,
morning_cleanout,2023-08-27,fail,
morning_cleanout,2023-08-28,success,
morning_cleanout,2023-08-29,fail,
morning_cleanout,2023-08-30,fail,
under_2500_cals,2023-07-31,fail,
morning_cleanout,2023-08-31,fail,
morning_cleanout,2023-09-01,fail,
morning_cleanout,2023-09-02,fail,
morning_cleanout,2023-09-03,fail,
morning_cleanout,2023-09-04,fail,
morning_cleanout,2023-09-06,success,
morning_cleanout,2023-09-07,fail,
morning_cleanout,2023-09-08,fail,
sixthirty_wakeup,2023-09-02,fail,
hour_YT,2023-09-09,fail,
sixthirty_wakeup,2023-09-03,fail,
morning_cleanout,2023-09-09,fail,
morning_cleanout,2023-09-10,fail,
morning_cleanout,2023-09-11,success,
morning_cleanout,2023-09-12,success,
under_2500_cals,2023-08-08,success,
under_2500_cals,2023-08-09,success,
morning_cleanout,2023-09-13,success,
under_2500_cals,2023-08-10,success,
morning_cleanout,2023-09-14,success,
under_2500_cals,2023-08-11,fail,
under_2500_cals,2023-08-12,success,
sixthirty_wakeup,2023-09-04,fail,
hour_YT,2023-09-05,fail,
sixthirty_wakeup,2023-09-05,fail,
three_companies,2023-07-19,success,
hour_YT,2023-09-06,fail,
hour_YT,2023-09-07,fail,
hour_YT,2023-09-08,fail,
hour_YT,2023-09-10,fail,
sixthirty_wakeup,2023-09-10,fail,
hour_YT,2023-09-11,fail,
morning_cleanout,2023-09-05,success,
hour_YT,2023-09-12,fail,
sixthirty_wakeup,2023-09-06,success,
hour_YT,2023-09-13,fail,
three_companies,2023-07-17,success,
three_companies,2023-07-18,success,
sixthirty_wakeup,2023-09-07,success,
sixthirty_wakeup,2023-09-09,fail,
over_100_protien,2023-09-13,success,
sixthirty_wakeup,2023-09-08,fail,
hour_YT,2023-09-14,fail,
hour_YT,2023-09-15,fail,
sixthirty_wakeup,2023-09-13,success,
sixthirty_wakeup,2023-09-14,success,
sixthirty_wakeup,2023-09-15,fail,
hour_YT,2023-09-16,fail,
hour_YT,2023-09-17,fail,
sixthirty_wakeup,2023-09-16,fail,
sixthirty_wakeup,2023-09-17,fail,
hour_YT,2023-09-18,fail,
over_100_protien,2023-09-04,success,
over_100_protien,2023-09-05,fail,
over_100_protien,2023-09-06,success,
morning_cleanout,2023-09-15,fail,
morning_cleanout,2023-09-16,fail,
morning_cleanout,2023-09-17,fail,
morning_cleanout,2023-09-18,fail,
morning_cleanout,2023-09-19,fail,
morning_cleanout,2023-09-20,success,
over_100_protien,2023-09-07,success,
over_100_protien,2023-09-08,fail,
over_100_protien,2023-09-09,success,
over_100_protien,2023-09-10,success,
over_100_protien,2023-09-11,success,
over_100_protien,2023-09-12,fail,
over_100_protien,2023-09-14,fail,
over_100_protien,2023-09-15,success,
sixthirty_wakeup,2023-09-11,success,
over_100_protien,2023-09-16,success,
sixthirty_wakeup,2023-09-12,success,
over_100_protien,2023-09-17,fail,
hour_YT,2023-09-19,fail,
over_100_protien,2023-09-18,success,
sixthirty_wakeup,2023-09-18,fail,
over_100_protien,2023-09-19,fail,
sixthirty_wakeup,2023-09-19,success,
under_2500_cals,2023-08-13,success,
daily_vlog,2023-08-14,success,
under_2500_cals,2023-08-14,success,
daily_vlog,2023-08-15,success,
daily_vlog,2023-08-16,success,
under_2500_cals,2023-08-16,fail,
daily_vlog,2023-08-17,success,
under_2500_cals,2023-08-17,success,
daily_vlog,2023-08-18,success,
daily_vlog,2023-08-19,fail,
daily_vlog,2023-08-20,fail,
under_2500_cals,2023-08-18,success,
under_2500_cals,2023-08-19,fail,
under_2500_cals,2023-08-20,fail,
daily_vlog,2023-08-21,fail,
daily_vlog,2023-08-22,success,
under_2500_cals,2023-08-21,fail,
under_2500_cals,2023-08-22,success,
daily_vlog,2023-08-23,fail,
daily_vlog,2023-08-24,fail,
daily_vlog,2023-08-25,fail,
under_2500_cals,2023-08-23,success,
daily_vlog,2023-08-27,success,
daily_vlog,2023-08-28,success,
daily_vlog,2023-08-30,fail,
daily_vlog,2023-09-03,success,
under_2500_cals,2023-08-24,success,
under_2500_cals,2023-08-25,fail,
daily_vlog,2023-08-26,fail,
under_2500_cals,2023-08-26,fail,
under_2500_cals,2023-08-27,success,
under_2500_cals,2023-08-28,success,
daily_vlog,2023-08-29,success,
under_2500_cals,2023-08-29,success,
under_2500_cals,2023-08-30,success,
daily_vlog,2023-08-31,success,
daily_vlog,2023-09-01,success,
daily_vlog,2023-09-02,fail,
under_2500_cals,2023-08-31,success,
under_2500_cals,2023-09-01,fail,
under_2500_cals,2023-09-02,fail,
daily_vlog,2023-09-04,fail,
under_2500_cals,2023-08-15,success,
daily_vlog,2023-09-05,success,
daily_vlog,2023-09-06,success,
daily_vlog,2023-09-07,fail,
daily_vlog,2023-09-08,fail,
daily_vlog,2023-09-09,fail,
daily_vlog,2023-09-10,fail,
under_2500_cals,2023-09-03,success,
daily_vlog,2023-09-11,success,
daily_vlog,2023-09-12,success,
daily_vlog,2023-09-13,success,
under_2500_cals,2023-09-05,success,
daily_vlog,2023-09-14,success,
under_2500_cals,2023-09-07,fail,
daily_vlog,2023-09-15,fail,
daily_vlog,2023-09-22,fail,
under_2500_cals,2023-09-04,success,
under_2500_cals,2023-09-06,fail,
daily_vlog,2023-09-16,success,
daily_vlog,2023-09-17,fail,
daily_vlog,2023-09-19,success,
daily_vlog,2023-09-21,success,
under_2500_cals,2023-09-08,fail,
under_2500_cals,2023-09-09,fail,
under_2500_cals,2023-09-10,fail,
under_2500_cals,2023-09-11,success,
under_2500_cals,2023-09-12,success,
under_2500_cals,2023-09-13,success,
under_2500_cals,2023-09-14,fail,
daily_vlog,2023-09-20,success,
under_2500_cals,2023-09-15,success,
under_2500_cals,2023-09-16,fail,
under_2500_cals,2023-09-17,fail,
daily_vlog,2023-09-18,fail,
under_2500_cals,2023-09-18,success,
under_2500_cals,2023-09-19,success,
daily_vlog,2023-09-23,fail,
daily_vlog,2023-09-24,fail,
email_clearout_full,2023-09-21,success,
forty_clips_today,2023-09-03,fail,
journal,2023-06-06,success,
mainchannel_post,2023-07-25,success,
mainchannel_post,2023-07-26,fail,
mainchannel_post,2023-07-27,fail,
mainchannel_post,2023-07-28,fail,
mainchannel_post,2023-07-29,fail,
mainchannel_post,2023-07-30,fail,
forty_clips_today,2023-08-31,success,
mainchannel_post,2023-07-31,fail,
mainchannel_post,2023-08-01,fail,
forty_clips_today,2023-09-04,fail,
mainchannel_post,2023-08-02,fail,
forty_clips_today,2023-09-05,fail,
forty_clips_today,2023-09-06,success,
forty_clips_today,2023-09-07,fail,
forty_clips_today,2023-09-08,fail,
forty_clips_today,2023-09-09,fail,
forty_clips_today,2023-09-10,fail,
forty_clips_today,2023-09-11,success,
forty_clips_today,2023-09-12,success,
forty_clips_today,2023-09-13,success,
forty_clips_today,2023-09-14,success,
forty_clips_today,2023-09-15,fail,
forty_clips_today,2023-09-16,success,
forty_clips_today,2023-09-17,fail,
forty_clips_today,2023-09-18,success,
forty_clips_today,2023-09-19,success,
forty_clips_today,2023-09-20,success,
forty_clips_today,2023-09-21,success,
forty_clips_today,2023-09-22,fail,
forty_clips_today,2023-09-23,fail,
forty_clips_today,2023-09-24,fail,
mainchannel_post,2023-08-03,fail,
forty_clips_today,2023-08-05,success,
forty_clips_today,2023-08-06,success,
forty_clips_today,2023-08-07,success,
forty_clips_today,2023-08-08,fail,
forty_clips_today,2023-08-09,success,
forty_clips_today,2023-08-10,success,
forty_clips_today,2023-08-11,success,
forty_clips_today,2023-08-12,success,
forty_clips_today,2023-08-13,success,
forty_clips_today,2023-08-14,success,
forty_clips_today,2023-08-15,success,
forty_clips_today,2023-08-16,success,
forty_clips_today,2023-08-17,success,
forty_clips_today,2023-08-18,success,
forty_clips_today,2023-08-19,success,
forty_clips_today,2023-08-20,success,
forty_clips_today,2023-08-21,fail,
forty_clips_today,2023-08-22,fail,
forty_clips_today,2023-08-23,fail,
forty_clips_today,2023-08-24,success,
forty_clips_today,2023-08-25,fail,
forty_clips_today,2023-08-26,success,
forty_clips_today,2023-08-27,success,
forty_clips_today,2023-08-28,fail,
forty_clips_today,2023-08-29,success,
forty_clips_today,2023-08-30,fail,
forty_clips_today,2023-09-01,fail,
forty_clips_today,2023-09-02,fail,
morning_cleanout,2023-09-23,fail,
morning_cleanout,2023-09-24,fail,
morning_weight,2023-09-21,success,
morning_weight,2023-09-22,success,
morning_weight,2023-09-23,success,
thirty_min_job_related,2023-08-26,success,
thirty_min_job_related,2023-08-28,fail,
thirty_min_job_related,2023-08-29,fail,
thirty_min_job_related,2023-08-30,fail,
morning_cleanout,2023-09-22,fail,
vlog_preproduction_today,2023-08-05,success,
vlog_preproduction_today,2023-08-06,success,
vlog_preproduction_today,2023-08-07,success,
vlog_preproduction_today,2023-08-08,success,
vlog_preproduction_today,2023-08-09,success,
vlog_preproduction_today,2023-08-10,success,
vlog_preproduction_today,2023-08-11,success,
vlog_preproduction_today,2023-08-12,success,
vlog_preproduction_today,2023-08-13,success,
vlog_preproduction_today,2023-08-14,success,
thirty_min_job_related,2023-08-31,fail,
vlog_preproduction_today,2023-08-15,success,
vlog_preproduction_today,2023-08-16,success,
vlog_preproduction_today,2023-08-17,success,
vlog_preproduction_today,2023-08-18,success,
vlog_preproduction_today,2023-08-19,fail,
vlog_preproduction_today,2023-08-20,fail,
vlog_preproduction_today,2023-08-21,fail,
vlog_preproduction_today,2023-08-22,fail,
thirty_min_job_related,2023-09-01,fail,
vlog_preproduction_today,2023-08-23,fail,
vlog_preproduction_today,2023-08-24,fail,
vlog_preproduction_today,2023-08-25,fail,
vlog_preproduction_today,2023-08-26,fail,
thirty_min_job_related,2023-08-27,fail,
vlog_preproduction_today,2023-08-27,success,
thirty_min_job_related,2023-09-02,fail,
vlog_preproduction_today,2023-08-28,fail,
vlog_preproduction_today,2023-08-29,success,
vlog_preproduction_today,2023-08-30,fail,
vlog_preproduction_today,2023-08-31,fail,
vlog_preproduction_today,2023-09-01,fail,
vlog_preproduction_today,2023-09-02,fail,
vlog_preproduction_today,2023-09-04,fail,
thirty_min_job_related,2023-09-06,success,
vlog_preproduction_today,2023-09-07,fail,
vlog_preproduction_today,2023-09-08,fail,
vlog_preproduction_today,2023-09-09,fail,
vlog_preproduction_today,2023-09-10,success,
vlog_preproduction_today,2023-09-12,success,
vlog_preproduction_today,2023-09-13,success,
journal,2023-09-21,success,
thirty_min_job_related,2023-09-04,fail,
journal,2023-09-22,fail,
thirty_min_job_related,2023-09-03,fail,
thirty_min_job_related,2023-09-05,fail,
thirty_min_job_related,2023-09-07,fail,
thirty_min_job_related,2023-09-08,fail,
journal,2023-09-23,fail,
thirty_min_job_related,2023-09-09,fail,
journal,2023-09-24,success,
thirty_min_job_related,2023-09-10,success,
thirty_min_job_related,2023-09-11,success,
thirty_min_job_related,2023-09-12,success,
thirty_min_job_related,2023-09-13,fail,
thirty_min_job_related,2023-09-14,success,
vlog_preproduction_today,2023-09-05,fail,
vlog_preproduction_today,2023-09-06,success,
thirty_min_job_related,2023-09-15,fail,
morning_weight,2023-09-24,success,
thirty_min_job_related,2023-09-16,fail,
thirty_min_job_related,2023-09-17,fail,
vlog_preproduction_today,2023-09-03,fail,
